ID	ORF	Product	Symbol	L.dono_2.5vs0hr_logFC	L.dono_2.5vs0hr_test	L.dono_5vs0hr_logFC	L.dono_5vs0hr_test	L.dono_7.5vs0hr_logFC	L.dono_7.5vs0hr_test	L.dono_10vs0hr_logFC	L.dono_10vs0hr_test	L.dono_15vs0hr_logFC	L.dono_15vs0hr_test	L.dono_24vs0hr_logFC	L.dono_24vs0hr_test	L.dono_144vs0hr_logFC	L.dono_144vs0hr_test
4774223	LinJ34.0510	importin beta-1 subunit - putative	N/A	0.939859750528488	0	1.16637837629563	0	1.81848856120108	0	1.56562603635112	0	1.88340288458325	1	1.88674605524812	1	1.90693753578947	1
4771194	LinJ24.1600	60S ribosomal protein L12 - putative	N/A	0.306690687832422	0	0.948948412289154	0	1.46392985882309	0	1.57480006457697	0	1.70147470782542	0	1.92059192870051	1	3.08401998594461	1
4772237	LinJ28.1570	Protein of unknown function (DUF423) - putative	N/A	0.597893498772276	0	1.21326515083122	0	1.79982255202085	0	1.34493836585011	0	1.90040268053558	1	1.84382577319147	1	2.19896699688218	1
4768817	LinJ10.1050	amino acid permease 24 - putative	AAT20.1	0.825365181490541	0	0.74593762088712	0	2.01875063716724	1	1.55701574596612	0	2.06235248695979	1	1.71694775867153	1	1.94882782193177	1
4773334	LinJ31.2460	hypothetical protein - conserved	N/A	0.405144098689732	0	0.6226400336369	0	1.88533226083428	0	1.32427608044248	0	2.03729911151979	0	2.25274548814745	0	2.16067136642382	1
4772308	LinJ28.2250	Methyltransferase domain containing protein - putative	N/A	1.59835500234734	1	1.18437616408775	0	1.82961322862841	1	1.68350675224858	1	1.64690428521305	1	1.49046418060392	1	1.20686877442178	1
4767847	LinJ03.0390	Ubiquitin-like domain containing protein - putative	N/A	1.07032248196762	0	1.2853653370516	0	1.64496902921966	1	1.36765488134748	1	1.88671702909436	1	1.6693664708256	1	1.65362459920492	1
4773774	LinJ32.3400	SNAP protein - putative	N/A	0.621870892090673	0	0.986795563927627	0	1.62895092337421	0	1.58538574758751	0	1.61282615926794	0	1.82067456984393	1	2.11307556542497	1
4775582	LinJ36.4140	clathrin heavy chain - putative	N/A	0.765208053660885	0	1.0714393527459	0	1.68130564337994	1	1.6120990895246	1	2.14357555790363	1	2.23057807367864	1	0.79681792015676	0
4774344	LinJ34.1640	hypothetical protein - conserved	N/A	0.291373723081355	0	1.14679425064979	0	0.840490977158522	0	1.85608916357211	1	1.26187691918591	0	1.63135888319077	1	3.23765066089107	1
4769870	LinJ17.1010	hypothetical protein - conserved	N/A	0.160125007116364	0	0.989781347485818	0	0.620171885962446	0	1.95929675350544	0	0.625274852673532	0	0.90841076467857	0	4.96675796804626	1
4773790	LinJ32.3600	Miro-like protein/Ras family - putative	N/A	0.44205832158922	0	0.821162557142265	0	1.41780093339838	0	1.40965940252326	0	1.91813644601108	1	1.95296869076248	1	1.9327234975525	1
4770391	LinJ20.1330	Nucleosome assembly protein (NAP) - putative	N/A	0.980644425691665	0	0.857529175337186	0	1.15914071013878	0	1.43588923286453	0	1.72910659139697	1	2.06151129127556	1	1.56895848411547	1
4772901	LinJ30.2050	small GTP-binding protein Rab28 - putative	N/A	1.05939277670157	0	1.19044850894411	0	1.57123596365019	1	1.30362513373776	1	1.38951305065901	1	1.49754770521852	1	1.74738620288138	1
4775332	LinJ36.1760	pre-mRNA splicing factor ATP-dependent RNA helicase - putative	N/A	0.987966396448652	0	0.896858775352417	0	1.18430984879016	0	1.70680763254361	1	1.51279493974933	1	1.45215462651593	1	2.01242851973054	1
4767655	LinJ01.0050	carboxylase - putative	N/A	0.716902272422702	0	0.728795143628613	0	1.33562506053225	1	1.74429712507646	1	1.7437045705462	1	1.85176184142231	1	1.58425624577952	1
4774477	LinJ34.3220	hypothetical protein - conserved	N/A	0.697981411277615	0	1.20769875828547	0	1.76046060033772	1	1.20496171251041	0	0.838620232378515	0	1.43023523439887	1	2.54578753386701	1
4770595	LinJ21.1370	mitochondrial RNA binding complex 1 subunit - putative	N/A	1.12045515671611	0	1.13436567004355	0	0.934941914016739	0	1.6235472607296	1	1.09799228803072	0	1.51624437304337	1	2.19653704858264	1
4772930	LinJ30.2330	cyclosome subunit-like protein	N/A	0.286695353457407	0	0.877478480281811	0	1.0589342639935	0	1.80802877117769	1	1.51553853172154	0	1.97189138859199	1	2.08182659623015	1
4768503	LinJ08.0820	hypothetical protein - conserved	N/A	0.411275700500873	0	0.440301057670367	0	1.28693552416311	0	1.48178090402756	0	1.23074750150915	0	2.00748190577487	0	2.72942625270527	1
4775769	LinJ36.5960	hypothetical protein - conserved	N/A	0.537655276692602	0	0.636652495964308	0	1.17312166047587	0	1.40818220421153	0	1.64177059331494	0	1.83277766950623	1	2.19167155451031	1
4773563	LinJ32.1410	chaperonin containing t-complex protein - putative	N/A	0.979036953841165	0	1.01626983820653	0	1.56089317677915	1	1.32805941181653	1	1.42182993179734	1	1.55384549075003	1	1.51527557932465	1
4769651	LinJ16.0620	carbamoyl-phosphate synthase - putative	N/A	0.339499913086098	0	0.729120480722096	0	1.38709229798716	0	2.37171691590524	1	1.76862493621871	0	1.463929345201	0	1.19984702651694	0
4772189	LinJ28.1120	hypothetical protein - conserved	N/A	0.361230705599324	0	0.368303237676992	0	1.25785756138316	0	1.34654012696672	0	1.57961668849523	0	2.06126008555887	1	2.27693539372692	1
4767721	LinJ01.0690	hypothetical protein - conserved	N/A	1.10484370543955	0	0.670546132522809	0	1.66336851539991	0	0.906733375351617	0	1.58014922951061	0	1.671391598675	0	1.49895095942348	1
4769552	LinJ15.1270	hypothetical protein - conserved	N/A	0.949001297382097	0	0.880254381408642	0	1.36969269973377	1	1.49250978373689	1	1.39821573516844	1	1.47714897253916	1	1.33198478347165	1
4773235	LinJ31.1510	hypothetical protein - conserved	N/A	0.257111115030044	0	0.736229342609271	0	0.965261674105053	0	1.6024834981897	0	1.14330026291859	0	1.71769017893662	1	2.46634676765562	1
4769122	LinJ13.0200	Triglyceride lipase - putative	N/A	-0.155915812744404	0	0.438925100809103	0	0.853811720111118	0	1.70607634201124	0	0.980876790931861	0	1.58387569385133	0	3.46474661566191	1
4773981	LinJ33.1440	hypothetical protein - conserved	N/A	0.614790876808597	0	0.790304478700926	0	1.76550459469375	0	0.816787905642069	0	1.91097290755642	0	2.25447309256911	1	0.698287255371402	0
4769378	LinJ14.1080	hypothetical protein - conserved	N/A	0.577368436619059	0	0.658388332973246	0	1.23713323070258	0	1.7291869232823	1	1.34196314163551	1	1.53152795685009	1	1.77031762186908	1
4769763	LinJ17.0020	Protein of unknown function (DUF3522) - putative	N/A	0.711600293169472	0	0.267101098460914	0	1.4983965179829	0	1.0579769171237	0	1.39803670540307	0	1.74676081971575	1	2.09081823480389	1
4774343	LinJ34.1620	Regulator of chromosome condensation (RCC1) repeat - putative	N/A	0.112301205168084	0	0.693459482316531	0	0.581708575791884	0	1.81899860504853	1	1.11534867846168	0	1.64409025451334	1	2.6965443974848	1
4770311	LinJ20.0500	tubulin-tyrosine ligase - putative	N/A	0.830113559627152	0	0.983488608415002	0	1.37493871549638	0	1.51543050726659	1	1.60133905673131	1	1.74339887949508	1	0.590810230618526	0
4771395	LinJ25.1200	LMBR1-like membrane protein - putative	N/A	0.353499051430108	0	0.76803592181052	0	1.13821472815373	1	1.20164634992533	1	1.46938952456182	1	1.66769480920616	1	1.9605371595644	1
4772938	LinJ30.2410	hypothetical protein - conserved	N/A	0.757904156330468	0	0.901840230927926	0	0.623525118663745	0	1.75663604094949	1	1.10310092504842	1	1.09057767763959	1	2.30326364126436	1
4773244	LinJ31.1600	Leucine Rich repeat - putative	N/A	0.121684779277201	0	0.351865043705555	0	0.617369362153861	0	1.51768179864285	1	1.17201519921663	0	1.69828025240365	1	3.04914481355216	1
4771468	LinJ25.1890	hypothetical protein - conserved	N/A	1.06583824540446	0	0.851686521915235	0	1.71738960998916	1	1.33594776165549	0	1.85370910579064	1	1.25081626623434	0	0.437611204217839	0
4775489	LinJ36.3250	NADH-ubiquinone oxidoreductase complex I subunit - putative	N/A	0.179798138215529	0	0.841977393350279	0	1.65287449485196	0	1.09800387541105	0	1.98190418898638	1	1.61116375044848	0	1.11627439261818	0
4769805	LinJ17.0390	cytidine deaminase-like protein	N/A	0.066649114666343	0	0.181065462614608	0	1.01820911898839	0	0.991268510912428	0	1.52193949255186	0	1.99715307550124	1	2.68424228571246	1
4768496	LinJ08.0730	tuzin - putative	N/A	0.191692960754544	0	0.546486453236316	0	1.21705377918447	1	1.3237480600153	1	1.37613586287906	1	1.24084298903002	1	2.56172896080837	1
4774984	LinJ35.3770	NADH-ubiquinone oxidoreductase B18 subunit (NDUFB7) - putative	N/A	0.732849217604672	0	0.873140673579439	0	1.49098297207046	1	1.18922002576063	0	1.30263523977782	0	1.50702439929705	1	1.34187249839048	1
4769926	LinJ18.0080	Semialdehyde dehydrogenase - NAD binding domain/NADH(P)-binding/3-beta hydroxysteroid dehydrogenase/isomerase family - putative	N/A	0.890740736665952	0	0.931657760270612	0	1.74618022371442	0	1.00132180781383	0	1.793191594683	1	1.48695699120628	0	0.562882135946268	0
4772138	LinJ28.0670	hypothetical protein - conserved	N/A	0.486349966644291	0	0.0812706497811071	0	1.20949429921291	0	1.59226595133522	1	1.60268218767579	1	1.5357742300702	1	1.89144903266615	1
4768487	LinJ08.0640	hypothetical protein - conserved	N/A	0.543530632418546	0	0.84815525921786	0	0.897659484740338	0	1.51901335483685	1	1.3546034279286	1	1.47398105561977	1	1.74551942010006	1
4768778	LinJ10.0680	pteridine transporter (truncated) - putative	N/A	0.890363940198306	0	0.77047247674208	0	1.40997309064532	1	1.05510668724734	1	1.3792809633851	1	1.49572337840299	1	1.3690185619875	1
4769513	LinJ15.0840	Peroxisomal membrane protein (Pex16) - putative	N/A	0.930635498245763	0	0.948941802995371	0	1.54798212949097	1	0.835458562520904	0	1.39316261710303	1	1.49077237281181	1	1.21391116235567	1
4767679	LinJ01.0290	Cytochrome c oxidase biogenesis protein Cmc1 like - putative	N/A	1.18157124969611	0	1.24365830148379	0	1.83032501247912	1	0.880355536480327	0	1.93261847103717	1	1.72588124102734	1	-0.454056987021023	0
4774947	LinJ35.3400	WD domain - G-beta repeat - putative	N/A	0.795282045112835	0	0.918458672553923	0	1.39365616156902	0	1.30599683676162	0	1.64582811622087	1	1.46423991814478	1	0.720289590251451	0
4775419	LinJ36.2580	leucine carboxyl methyltransferase - putative	N/A	0.0300142555536933	0	0.635297871331147	0	1.00531713644391	0	1.53684477620116	1	1.51163834167211	1	1.7852251774566	1	1.73132017428722	1
4770944	LinJ23.1050	hypothetical protein - conserved	N/A	0.159733874657185	0	0.504961549919649	0	0.736558045237658	0	1.49520364475883	1	1.24480375907152	1	1.76614619275885	1	2.30438158364179	1
4771986	LinJ27.1770	Phosducin/Thioredoxin - putative	N/A	0.311345155281922	0	0.915965704520167	0	1.22754558454816	1	1.45774022200218	1	1.35102278868727	1	1.3776793346079	1	1.52551160428965	1
4771519	LinJ25.2370	hypothetical protein - conserved	N/A	0.702203824587832	0	0.650473600799202	0	1.48848134465719	1	1.07601021317962	1	1.560724084194	1	1.32019827063193	1	1.34985980896182	1
4775091	LinJ35.4830	Hsp70 protein - putative	N/A	0.891020708710068	0	0.842662273394076	0	1.43592625012442	1	0.873289859659565	0	1.59390513866276	1	1.56700607817926	1	0.904734697580444	1
4775210	LinJ36.0580	hypothetical protein - conserved	N/A	0.347776226913037	0	0.144212442213794	0	0.897690578531332	0	1.42402394861696	1	1.47981668464974	1	1.79315861694916	1	2.01375653627164	1
4768505	LinJ08.0860	mitochondrial DNA polymerase beta-PAK - putative	N/A	0.894098715024821	0	1.06342571224999	0	0.740294296561215	0	1.65083922418248	1	0.781865048288424	0	0.90908378500777	0	2.05754544279381	1
4773217	LinJ31.1340	hypothetical protein - conserved	N/A	0.427511030118289	0	0.567833954639752	0	0.763567357554755	0	0.786414840474579	0	1.39289522707433	1	1.53453792991824	1	2.59822269749369	1
4772043	LinJ27.2310	hypothetical protein - conserved	N/A	0.913567996587759	0	0.474100693879675	0	1.56858342780323	1	0.695722317479735	0	1.43720236960702	1	1.70853912485324	1	1.15259409368342	1
4768489	LinJ08.0660	DnaJ domain containing protein - putative	N/A	0.501872305294639	0	0.689176003475175	0	1.10005526175781	0	1.58424775229006	0	0.892164653786373	0	1.21033642607062	0	1.90803672517113	1
4768346	LinJ07.0510	Sel1 repeat - putative	N/A	0.353099787670818	0	0.484090974915359	0	1.16620586660453	0	1.12121743535759	0	1.23744857033424	0	1.72648047454985	1	1.77666036358118	1
4767846	LinJ03.0380	hypothetical protein - conserved	N/A	-0.554821526295186	0	0.565304341921026	0	0.348431597172231	0	1.87474187243956	1	0.911898043590694	0	1.28670967909976	0	3.42035115995119	1
4771293	LinJ25.0230	Dual specificity phosphatase - catalytic domain containing protein - putative	N/A	0.724147245618446	0	0.72725577087095	0	0.984656047134831	0	1.16802564293856	0	1.3794069609985	1	1.39593856688736	1	1.43481956397761	1
4773254	LinJ31.1710	Cold-shock' DNA-binding domain containing protein - putative	N/A	1.03256357457071	0	0.419883854348326	0	1.48842534295474	0	0.752267121982522	0	1.38915717863591	0	1.31522924134896	0	1.37067192551508	1
4773789	LinJ32.3590	protein phosphatase 2A catalytic subunit - putative	N/A	0.700765260905838	0	0.569805461402094	0	1.38265217051835	0	0.914661172724349	0	1.565796035752	1	1.47872845653453	1	1.10088137793873	1
4774516	LinJ34.3610	hypothetical protein - conserved	N/A	0.813832842418224	0	0.80889409539019	0	1.56962525700402	1	1.13566873671314	0	1.69301076189795	1	1.51996814005269	1	0.170593402794669	0
4769301	LinJ14.0380	Plasma-membrane choline transporter - putative	N/A	0.708545594826923	0	0.869585631206299	0	0.614232103857352	0	1.22734642872058	0	1.04817280835308	0	1.21692261753684	0	2.01815900206996	1
4772725	LinJ30.0290	hypothetical protein - conserved	N/A	0.33296614731902	0	0.831819419115611	0	2.05739620729531	1	1.81664120664115	1	2.13772883199529	1	1.55287756955244	1	-1.04766017422231	-1
4768009	LinJ04.1000	hypothetical protein - conserved	N/A	0.714122644280057	0	0.642389820332175	0	0.589879862114865	0	1.66519243426502	1	0.892105346015116	0	1.28710750599645	1	1.86259814899793	1
4773076	LinJ30.3740	hypothetical protein - conserved	N/A	0.68318042539713	0	0.650672685156404	0	1.46531167757535	0	0.957441480774997	0	1.32681866070057	0	1.07971573385587	0	1.48091579996884	1
4773285	LinJ31.2010	Protein of unknown function DUF84 - putative	N/A	0.272699292746486	0	0.647237236193272	0	1.3072277351679	0	0.346311835936298	0	1.43765889867217	0	1.4360059044578	0	2.19113148149643	1
4772975	LinJ30.2780	hypothetical protein - conserved	N/A	-0.0214837694551449	0	0.408727565579197	0	1.14348499520036	1	1.49442632755677	1	1.50318304663632	1	1.79847087106118	1	1.29368300262329	1
4774383	LinJ34.2340	GPI transamidase subunit 16 - putative	GPI16	0.998789355268684	0	0.668260376760919	0	1.37063705674533	1	1.21385236459655	1	1.40036860636859	1	1.30624044197756	1	0.581365569862745	0
4772317	LinJ28.2350	hd phosphohydrolase family protein	N/A	0.788592103690563	0	0.685115574329901	0	1.37172908691946	0	0.867718916332498	0	1.40771892241246	1	1.5191700348971	1	0.853364559004232	0
4770732	LinJ22.0740	Translation initiation factor SUI1 - putative	N/A	0.0691918821459829	0	-0.284367831727839	0	1.19352597636719	0	0.997469682712235	0	1.54372502739468	0	1.69806280228753	0	2.22370772841319	1
4775674	LinJ36.5040	hypothetical protein - conserved	N/A	0.793755275286633	0	0.937503277511672	0	1.321828542211	1	0.852872857898504	0	1.43206497683503	1	1.42328978891766	1	0.675165521502295	0
4775438	LinJ36.2760	hslVU complex proteolytic subunit - threonine peptidase - Clan T(1) - family T1B	HsIV	0.743699086151825	0	0.839473285639198	0	1.42118301717047	0	2.12292634043502	1	1.21038440008998	0	0.517028337311263	0	0.572861543598385	0
4769477	LinJ15.0520	metalloprotease - putative	N/A	0.764391598182309	0	1.41079017447008	0	1.83003726550869	1	1.71474837681101	1	1.11795758516491	0	0.464295157078675	0	0.118390178559598	0
4771514	LinJ25.2320	PCI domain containing protein - putative	N/A	0.605796670858986	0	0.83538706204134	0	0.816969296304435	0	1.31953805069052	1	0.918751038621064	1	1.1323120489029	1	1.74145151159937	1
4769491	LinJ15.0650	hypothetical protein - conserved	N/A	0.349700683040224	0	0.537189586549625	0	1.22801171091422	0	0.918102950705405	0	1.28478226554954	0	1.28557940045892	0	1.74746773813718	1
4767735	LinJ01.0830	potassium channel subunit-like protein	N/A	0.827592853851502	0	1.25228634505462	0	0.244083247722938	0	1.50644836984342	0	0.801007269307065	0	0.651629013957058	0	2.0457583273548	1
4774321	LinJ34.1380	hypothetical protein - conserved	N/A	1.1112745948141	0	0.681265684271006	0	1.23390396778868	1	1.03020979465977	0	1.22617772663535	1	1.23480250479685	1	0.801533580877946	1
4774040	LinJ33.2000	hypothetical protein - conserved	N/A	0.548760039058845	0	0.689237118842595	0	0.924677852353314	1	1.01443318999501	1	1.10070241142635	1	1.38399496121874	1	1.65566137083584	1
4775553	LinJ36.3860	CobW/HypB/UreG - nucleotide-binding domain containing protein - putative	N/A	0.43259817608517	0	0.0749364694473167	0	1.21649738241051	1	1.75019835306927	1	2.18662573496585	1	1.91740835074927	1	-0.26847903632801	0
4775148	LinJ36.0010	glucose transporter 2	GT2	-0.0698930343432469	0	0.366807043870418	0	0.871354956010851	0	1.01838572348177	0	1.09503726552427	0	1.53959587627172	1	2.47914805934374	1
4774302	LinJ34.1200	PTP1-interacting protein - 39 kDa - putative	N/A	0.747445836104404	0	0.515211577665389	0	1.22160871056077	0	0.959615078991806	0	1.44640268995731	1	1.48669818288791	1	0.874528591268511	0
4775633	LinJ36.4640	hypothetical protein - conserved	N/A	0.465113577370563	0	0.916337929430023	0	0.963895347915994	0	1.27603717717953	1	1.04473831162191	0	1.23252756694226	1	1.33631930559836	1
4769914	LinJ17.1430	Methyltransferase domain containing protein - putative	N/A	0.353748645406062	0	0.541137423311691	0	0.825449224016836	0	1.3708441445244	0	0.801315927141497	0	1.17467813968527	0	2.15479188330803	1
4775062	LinJ35.4530	amino acid permease - putative	AAT11	0.541960358301043	0	0.0329891366139634	0	0.835613602185593	0	1.41619257890688	0	0.94213060201509	0	1.28244212024217	0	2.11160112738569	1
4772543	LinJ29.1350	hypothetical protein - conserved	N/A	0.751829095860112	0	0.649263761738274	0	1.28055828422469	1	0.605858823417539	0	1.16527539720054	1	1.50268340179056	1	1.1941331036702	1
4767722	LinJ01.0700	PLAC8 family - putative	N/A	0.687545712185091	0	0.543689006742249	0	0.994566682742517	0	0.731810663334495	0	1.18885680448185	1	1.38428531017029	1	1.60240195002031	1
4773155	LinJ31.0760	hypothetical protein - conserved	N/A	1.12792132697164	0	1.22803727832611	1	1.2430202484824	1	1.16374455427693	1	1.29447090054462	1	1.20578894693146	1	-0.148871024270413	0
4772811	LinJ30.1090	hypothetical protein - conserved	N/A	0.984503131958512	0	0.307831265206666	0	1.0291155194638	0	0.656332870509041	0	1.40403767446388	0	1.60864817425707	1	1.10069530660377	0
4771558	LinJ26.0300	6-phosphofructo-2-kinase/fructose-2 -6-biphosphatase-1-like protein	N/A	0.274038622523264	0	1.04605051829828	0	0.593795873658593	0	1.68503308970393	1	0.904093585475701	0	1.02542421202145	0	1.55744565834781	1
4775833	LinJ36.6550	hypothetical protein - conserved	N/A	0.0952400653483574	0	0.287868600330266	0	0.214415705386751	0	1.54033670438574	0	0.337958543029209	0	1.57013917040728	0	3.02209010745028	1
4775355	LinJ36.1960	UAA transporter family/EamA-like transporter family - putative	N/A	0.799061667830495	0	1.13702307791052	0	1.49212042563386	1	1.07720321273282	0	1.27584801985618	1	1.22296741063311	1	0.0197263274258273	0
4775516	LinJ36.3520	Fungal domain of unknown function (DUF1712) - putative	N/A	0.859995153265894	0	0.54407857282812	0	1.44021398838653	1	0.794674410359464	0	1.48229532153701	1	1.54031957257627	1	0.361211508543484	0
4770483	LinJ21.0440	la RNA binding protein - putative	LA	1.12577469375732	0	1.21474752206183	1	1.47035965186902	1	0.958479505611956	1	1.31435094184034	1	0.920044788987365	1	0.0186176915270497	0
4773320	LinJ31.2330	tryparedoxin 4 - putative	TXN4	0.0912850620572403	0	0.180253714340253	0	0.820281359095468	0	1.15462920294605	1	1.29587046485756	1	1.52081141774588	1	1.93968234318023	1
4773078	LinJ31.0020	Aquaglyceroporin 1	AQP1	-0.238536471984998	0	0.114357437213465	0	0.99073063497416	0	1.118216256647	0	0.894931638104136	0	1.32960964711357	0	2.77850648485325	1
4772917	LinJ30.2200	hypothetical protein - conserved	N/A	0.877572031479131	0	0.870954695553097	0	0.716932938604867	0	0.609284575668768	0	1.05425823042896	0	1.25376355429865	1	1.57969162321051	1
4773216	LinJ31.1330	hypothetical protein - conserved	N/A	0.195542946314152	0	0.414419900271006	0	0.513456178587558	0	0.926052135727446	0	0.482004919002144	0	1.11677549437146	0	3.29034795770082	1
4770424	LinJ20.1640	hypothetical protein - conserved	N/A	1.23882375709366	0	1.22644380982195	0	1.31459562148752	1	1.37972032088127	1	1.33229347705681	1	1.15240935990307	1	-0.711766014723738	0
4775031	LinJ35.4220	HD domain containing protein - putative	N/A	0.626351656155496	0	0.6618365489944	0	1.34518420057364	1	0.587269022946626	0	1.20789013448416	1	1.71495703207379	1	0.782359206680622	1
4771526	LinJ25.2440	Microsomal signal peptidase 12 kDa subunit (SPC12) - putative	N/A	0.931996434980367	0	0.896454941126259	0	1.77297646878988	1	0.530170200432243	0	1.26587477896466	0	1.15294072406494	0	0.364961339690537	0
4770846	LinJ23.0140	cyclophilin 3 - putative	CyP3	0.162942765225004	0	0.302311795302193	0	0.777477061652984	0	1.22713937090377	0	1.01595956458602	0	1.04966929559903	0	2.37781334721758	1
4772946	LinJ30.2500	WD domain - G-beta repeat - putative	N/A	0.705779877012011	0	0.873261441954904	0	0.908114055502105	0	1.38256702670876	1	1.06469748329689	0	0.793238915647761	0	1.13142985961682	1
4773156	LinJ31.0770	Tir chaperone protein (CesT) family - putative	N/A	0.531577980396536	0	0.284959387542369	0	0.892855089281841	0	0.54494129408335	0	1.30421298568511	1	1.30886925264826	1	1.98956359126746	1
4768381	LinJ07.0800	Protein phosphatase inhibitor - putative	N/A	0.705236427202047	0	1.13283730173251	0	0.825233967199784	0	1.98764902047695	1	0.863089193149139	0	0.929188205009276	0	0.410963861572437	0
4770682	LinJ22.0250	Tim10/DDP family zinc finger containing protein - putative	N/A	0.153192335998265	0	0.490846101676612	0	0.293356084433913	0	0.88112083624097	0	0.644221887977175	0	1.15247684638516	1	3.22900182559053	1
4768353	LinJ07.0580	QA-SNARE protein putative	AP3	0.55327860052214	0	1.16030460256509	0	0.634932265109196	0	0.676871072788543	0	0.813300997555849	0	1.06326655144203	1	1.92715481234173	1
4774692	LinJ35.0850	proteasome activator protein pa26 - putative	N/A	1.0011585692439	0	0.815262846931267	0	1.46723557893839	1	0.793690985345382	0	1.07836462102341	0	1.21135851246546	0	0.460660003668909	0
4769937	LinJ18.0190	RNA recognition motif. (a.k.a. RRM - RBD - or RNP domain)/RNA recognition motif (a.k.a. RRM - RBD - or RNP domain) - putative	N/A	0.544683758207336	0	0.71930346211219	0	0.835563158445101	0	0.88004025522967	0	1.09398551037006	0	1.19927454883654	0	1.53679273575047	1
4770912	LinJ23.0750	hypothetical protein - conserved	N/A	0.497992637784579	0	0.513829987874632	0	0.334768533835208	0	1.29096005996525	0	0.34769714796745	0	1.28847485188412	0	2.51270279603376	1
4772382	LinJ28.2940	hypothetical protein - conserved	N/A	0.45319742447238	0	0.516585206672094	0	1.01598759141891	0	0.867085909829909	0	1.30270118975485	1	1.44123306800581	1	1.16998972302883	1
4773281	LinJ31.1970	hypothetical protein - conserved	N/A	0.663840607330245	0	0.589530204423463	0	0.833259532573665	0	0.750736097569588	0	1.20698772855438	1	1.41041778763249	1	1.29852102861336	1
4769639	LinJ16.0500	hypothetical protein - conserved	N/A	0.0355091541524608	0	0.0117065529419538	0	0.968232558587115	0	0.981793279916056	0	0.794631012970537	0	1.20247217152133	0	2.75162171590796	1
4768552	LinJ09.0090	RNA helicase -  putative	N/A	0.901905702536743	0	0.793377413185896	0	1.14232428774206	0	0.427149925914927	0	1.23687048209869	0	1.43333567951467	1	0.798360464974865	0
